,id,HOST,Nest,type,STUDY,State,clutch,hatch,total_clutch,NESTFATE,inc,BOX_TYPE
2159,1,2,HM,host,NOX,MS,22,0,22,FAIL,unknown,BIG
2160,2,2,HM,host,NOX,MS,13,0,13,FAIL,unknown,BIG
2161,3,2,HM,host,NOX,MS,15,0,15,FAIL,unknown,BIG
2162,4,2,HM,host,NOX,MS,15,0,15,FAIL,unknown,BIG
2163,5,2,HM,host,NOX,MS,12,0,12,FAIL,unknown,SMALL
2164,6,2,HM,host,NOX,MS,12,0,12,FAIL,unknown,SMALL
2165,7,2,HM,host,NOX,MS,9,0,9,FAIL,unknown,SMALL
2166,8,2,HM,host,NOX,MS,20,0,20,FAIL,unknown,SMALL
2167,9,2,HM,host,YAZ,MS,13,0,13,FAIL,unknown,BIG
2168,10,2,HM,host,YAZ,MS,18,0,18,FAIL,unknown,BIG
2169,11,2,HM,host,YAZ,MS,2,0,2,FAIL,unknown,SMALL
2170,12,2,HM,host,YAZ,MS,17,0,17,FAIL,unknown,SMALL
1,13,1,MI,host,NOX,MS,14,0,16,FAIL,unknown,BIG
229,13,1,MI,parasite,NOX,MS,2,0,16,FAIL,unknown,BIG
1979,14,2,MI,host,NOX,MS,9,0,10,FAIL,unknown,BIG
2069,14,2,MI,parasite,NOX,MS,1,0,10,FAIL,unknown,BIG
1980,15,2,MI,host,NOX,MS,12,0,13,FAIL,unknown,BIG
2070,15,2,MI,parasite,NOX,MS,1,0,13,FAIL,unknown,BIG
2,16,1,MI,host,NOX,MS,19,0,21,FAIL,unknown,BIG
230,16,1,MI,parasite,NOX,MS,2,0,21,FAIL,unknown,BIG
1981,17,2,MI,host,NOX,MS,12,0,14,FAIL,unknown,BIG
2071,17,2,MI,parasite,NOX,MS,2,0,14,FAIL,unknown,BIG
3,18,1,MI,host,NOX,MS,15,0,19,FAIL,unknown,BIG
231,18,1,MI,parasite,NOX,MS,4,0,19,FAIL,unknown,BIG
4,19,1,MI,host,NOX,MS,20,0,21,FAIL,unknown,BIG
232,19,1,MI,parasite,NOX,MS,1,0,21,FAIL,unknown,BIG
5,20,1,MI,host,YAZ,MS,16,0,17,FAIL,unknown,BIG
233,20,1,MI,parasite,YAZ,MS,1,0,17,FAIL,unknown,BIG
6,21,1,MI,host,YAZ,MS,24,0,25,FAIL,unknown,BIG
234,21,1,MI,parasite,YAZ,MS,1,0,25,FAIL,unknown,BIG
7,22,1,MI,host,YAZ,MS,24,0,29,FAIL,unknown,BIG
235,22,1,MI,parasite,YAZ,MS,5,0,29,FAIL,unknown,BIG
8,23,1,MI,host,YAZ,MS,58,0,64,FAIL,unknown,BIG
236,23,1,MI,parasite,YAZ,MS,6,0,64,FAIL,unknown,BIG
9,24,1,MI,host,YAZ,MS,52,0,54,FAIL,unknown,BIG
237,24,1,MI,parasite,YAZ,MS,2,0,54,FAIL,unknown,BIG
1982,25,2,MI,host,YAZ,MS,11,0,13,FAIL,unknown,BIG
2072,25,2,MI,parasite,YAZ,MS,2,0,13,FAIL,unknown,BIG
10,26,1,MI,host,YAZ,MS,29,0,30,FAIL,unknown,BIG
238,26,1,MI,parasite,YAZ,MS,1,0,30,FAIL,unknown,BIG
1983,27,2,MI,host,YAZ,MS,16,0,18,FAIL,unknown,BIG
2073,27,2,MI,parasite,YAZ,MS,2,0,18,FAIL,unknown,BIG
11,28,1,MI,host,YAZ,MS,18,0,23,FAIL,unknown,SMALL
239,28,1,MI,parasite,YAZ,MS,5,0,23,FAIL,unknown,SMALL
12,29,1,MI,host,YAZ,MS,22,0,24,FAIL,unknown,BIG
240,29,1,MI,parasite,YAZ,MS,2,0,24,FAIL,unknown,BIG
13,30,1,MI,host,YAZ,MS,14,0,20,FAIL,unknown,BIG
241,30,1,MI,parasite,YAZ,MS,6,0,20,FAIL,unknown,BIG
14,31,1,MI,host,YAZ,MS,20,0,25,FAIL,unknown,BIG
242,31,1,MI,parasite,YAZ,MS,5,0,25,FAIL,unknown,BIG
457,32,1,WD,host,NOX,MS,19,0,19,FAIL,unknown,BIG
458,33,1,WD,host,NOX,MS,25,0,25,FAIL,unknown,BIG
459,34,1,WD,host,NOX,MS,9,0,9,FAIL,unknown,BIG
460,35,1,WD,host,NOX,MS,24,0,24,FAIL,unknown,SMALL
461,36,1,WD,host,NOX,MS,20,0,20,FAIL,unknown,SMALL
462,37,1,WD,host,NOX,MS,21,0,21,FAIL,unknown,SMALL
463,38,1,WD,host,NOX,MS,14,0,14,FAIL,unknown,BIG
464,39,1,WD,host,NOX,MS,29,0,29,FAIL,unknown,BIG
465,40,1,WD,host,YAZ,MS,68,0,68,FAIL,unknown,BIG
466,41,1,WD,host,YAZ,MS,32,0,32,FAIL,unknown,BIG
467,42,1,WD,host,YAZ,MS,29,0,29,FAIL,unknown,BIG
468,43,1,WD,host,YAZ,MS,35,0,35,FAIL,unknown,BIG
469,44,1,WD,host,YAZ,MS,39,0,39,FAIL,unknown,BIG
470,45,1,WD,host,YAZ,MS,34,0,34,FAIL,unknown,BIG
471,46,1,WD,host,YAZ,MS,24,0,24,FAIL,unknown,BIG
472,47,1,WD,host,YAZ,MS,19,0,19,FAIL,unknown,SMALL
473,48,1,WD,host,YAZ,MS,32,0,32,FAIL,unknown,SMALL
474,49,1,WD,host,YAZ,MS,37,0,37,FAIL,unknown,SMALL
475,50,1,WD,host,YAZ,MS,26,0,26,FAIL,unknown,SMALL
476,51,1,WD,host,YAZ,MS,29,0,29,FAIL,unknown,SMALL
477,52,1,WD,host,YAZ,MS,27,0,27,FAIL,unknown,SMALL
478,53,1,WD,host,YAZ,MS,38,0,38,FAIL,unknown,BIG
479,54,1,WD,host,YAZ,MS,46,0,46,FAIL,unknown,BIG
480,55,1,WD,host,YAZ,MS,37,0,37,FAIL,unknown,SMALL
481,56,1,WD,host,YAZ,MS,37,0,37,FAIL,unknown,SMALL
482,57,1,WD,host,YAZ,MS,27,0,27,FAIL,unknown,BIG
2171,58,2,HM,host,NOX,MS,7,4,7,HATCH,unknown,BIG
2172,59,2,HM,host,NOX,MS,11,5,11,HATCH,unknown,BIG
2173,60,2,HM,host,NOX,MS,14,6,14,HATCH,unknown,BIG
2174,61,2,HM,host,NOX,MS,6,6,6,HATCH,unknown,SMALL
2175,62,2,HM,host,NOX,MS,7,6,7,HATCH,unknown,SMALL
2176,63,2,HM,host,NOX,MS,6,6,6,HATCH,unknown,SMALL
2177,64,2,HM,host,NOX,MS,17,7,17,HATCH,unknown,BIG
2178,65,2,HM,host,NOX,MS,7,7,7,HATCH,unknown,SMALL
2179,66,2,HM,host,NOX,MS,17,8,17,HATCH,unknown,BIG
2180,67,2,HM,host,NOX,MS,10,8,10,HATCH,unknown,SMALL
2181,68,2,HM,host,NOX,MS,12,8,12,HATCH,unknown,SMALL
2182,69,2,HM,host,NOX,MS,11,8,11,HATCH,unknown,SMALL
2183,70,2,HM,host,NOX,MS,8,8,8,HATCH,unknown,SMALL
2184,71,2,HM,host,NOX,MS,13,8,13,HATCH,unknown,SMALL
2185,72,2,HM,host,NOX,MS,14,9,14,HATCH,unknown,BIG
2186,73,2,HM,host,NOX,MS,9,9,9,HATCH,unknown,SMALL
2187,74,2,HM,host,NOX,MS,9,9,9,HATCH,unknown,SMALL
2188,75,2,HM,host,NOX,MS,9,9,9,HATCH,unknown,SMALL
2189,76,2,HM,host,NOX,MS,11,9,11,HATCH,unknown,SMALL
2190,77,2,HM,host,NOX,MS,11,10,11,HATCH,unknown,BIG
2191,78,2,HM,host,NOX,MS,10,10,10,HATCH,unknown,BIG
2192,79,2,HM,host,NOX,MS,16,10,16,HATCH,unknown,BIG
2193,80,2,HM,host,NOX,MS,13,10,13,HATCH,unknown,BIG
2194,81,2,HM,host,NOX,MS,22,10,22,HATCH,unknown,BIG
2195,82,2,HM,host,NOX,MS,11,10,11,HATCH,unknown,SMALL
2196,83,2,HM,host,NOX,MS,11,10,11,HATCH,unknown,SMALL
2197,84,2,HM,host,NOX,MS,10,10,10,HATCH,unknown,SMALL
2198,85,2,HM,host,NOX,MS,12,10,12,HATCH,unknown,SMALL
2199,86,2,HM,host,NOX,MS,13,11,13,HATCH,unknown,BIG
2200,87,2,HM,host,NOX,MS,13,11,13,HATCH,unknown,BIG
2201,88,2,HM,host,NOX,MS,12,11,12,HATCH,unknown,BIG
2202,89,2,HM,host,NOX,MS,19,11,19,HATCH,unknown,BIG
2203,90,2,HM,host,NOX,MS,12,11,12,HATCH,unknown,SMALL
2204,91,2,HM,host,NOX,MS,15,11,15,HATCH,unknown,SMALL
2205,92,2,HM,host,NOX,MS,11,11,11,HATCH,unknown,SMALL
2206,93,2,HM,host,NOX,MS,13,11,13,HATCH,unknown,SMALL
2207,94,2,HM,host,NOX,MS,16,12,16,HATCH,unknown,BIG
2208,95,2,HM,host,NOX,MS,12,12,12,HATCH,unknown,BIG
2209,96,2,HM,host,NOX,MS,19,12,19,HATCH,unknown,BIG
2210,97,2,HM,host,NOX,MS,14,12,14,HATCH,unknown,SMALL
2211,98,2,HM,host,NOX,MS,14,12,14,HATCH,unknown,SMALL
2212,99,2,HM,host,NOX,MS,12,12,12,HATCH,unknown,SMALL
2213,100,2,HM,host,NOX,MS,15,12,15,HATCH,unknown,SMALL
2214,101,2,HM,host,NOX,MS,13,12,13,HATCH,unknown,SMALL
2215,102,2,HM,host,NOX,MS,15,12,15,HATCH,unknown,SMALL
2216,103,2,HM,host,NOX,MS,12,12,12,HATCH,unknown,SMALL
2217,104,2,HM,host,NOX,MS,18,13,18,HATCH,unknown,BIG
2218,105,2,HM,host,NOX,MS,16,13,16,HATCH,unknown,BIG
2219,106,2,HM,host,NOX,MS,18,13,18,HATCH,unknown,BIG
2220,107,2,HM,host,NOX,MS,16,13,16,HATCH,unknown,BIG
2221,108,2,HM,host,NOX,MS,16,13,16,HATCH,unknown,BIG
2222,109,2,HM,host,NOX,MS,15,13,15,HATCH,unknown,SMALL
2223,110,2,HM,host,NOX,MS,16,13,16,HATCH,unknown,SMALL
2224,111,2,HM,host,NOX,MS,13,13,13,HATCH,unknown,SMALL
2225,112,2,HM,host,NOX,MS,14,13,14,HATCH,unknown,SMALL
2226,113,2,HM,host,NOX,MS,15,14,15,HATCH,unknown,BIG
2227,114,2,HM,host,NOX,MS,15,14,15,HATCH,unknown,SMALL
2228,115,2,HM,host,NOX,MS,21,15,21,HATCH,unknown,BIG
2229,116,2,HM,host,NOX,MS,20,16,20,HATCH,unknown,BIG
2230,117,2,HM,host,NOX,MS,19,16,19,HATCH,unknown,BIG
2231,118,2,HM,host,NOX,MS,16,16,16,HATCH,unknown,BIG
2232,119,2,HM,host,NOX,MS,22,16,22,HATCH,unknown,BIG
2233,120,2,HM,host,NOX,MS,19,17,19,HATCH,unknown,BIG
2234,121,2,HM,host,NOX,MS,19,17,19,HATCH,unknown,BIG
2235,122,2,HM,host,NOX,MS,18,17,18,HATCH,unknown,BIG
2236,123,2,HM,host,NOX,MS,20,17,20,HATCH,unknown,BIG
2237,124,2,HM,host,NOX,MS,19,19,19,HATCH,unknown,BIG
2238,125,2,HM,host,NOX,MS,23,19,23,HATCH,unknown,SMALL
2239,126,2,HM,host,NOX,MS,20,20,20,HATCH,unknown,BIG
2240,127,2,HM,host,NOX,MS,20,20,20,HATCH,unknown,BIG
2241,128,2,HM,host,NOX,MS,24,21,24,HATCH,unknown,BIG
2242,129,2,HM,host,YAZ,MS,18,1,18,HATCH,unknown,BIG
2243,130,2,HM,host,YAZ,MS,4,4,4,HATCH,unknown,SMALL
2244,131,2,HM,host,YAZ,MS,9,4,9,HATCH,unknown,SMALL
2245,132,2,HM,host,YAZ,MS,8,7,8,HATCH,unknown,SMALL
2246,133,2,HM,host,YAZ,MS,8,7,8,HATCH,unknown,SMALL
2247,134,2,HM,host,YAZ,MS,11,8,11,HATCH,unknown,SMALL
2248,135,2,HM,host,YAZ,MS,15,9,15,HATCH,unknown,BIG
2249,136,2,HM,host,YAZ,MS,10,9,10,HATCH,unknown,SMALL
2250,137,2,HM,host,YAZ,MS,9,9,9,HATCH,unknown,SMALL
2251,138,2,HM,host,YAZ,MS,11,9,11,HATCH,unknown,SMALL
2252,139,2,HM,host,YAZ,MS,12,9,12,HATCH,unknown,SMALL
2253,140,2,HM,host,YAZ,MS,10,10,10,HATCH,unknown,BIG
2254,141,2,HM,host,YAZ,MS,13,10,13,HATCH,unknown,SMALL
2255,142,2,HM,host,YAZ,MS,10,10,10,HATCH,unknown,SMALL
2256,143,2,HM,host,YAZ,MS,11,11,11,HATCH,unknown,SMALL
2257,144,2,HM,host,YAZ,MS,17,11,17,HATCH,unknown,SMALL
2258,145,2,HM,host,YAZ,MS,12,11,12,HATCH,unknown,SMALL
2259,146,2,HM,host,YAZ,MS,12,12,12,HATCH,unknown,BIG
2260,147,2,HM,host,YAZ,MS,12,12,12,HATCH,unknown,BIG
2261,148,2,HM,host,YAZ,MS,12,12,12,HATCH,unknown,BIG
2262,149,2,HM,host,YAZ,MS,24,12,24,HATCH,unknown,SMALL
2263,150,2,HM,host,YAZ,MS,15,13,15,HATCH,unknown,BIG
2264,151,2,HM,host,YAZ,MS,25,13,25,HATCH,unknown,BIG
2265,152,2,HM,host,YAZ,MS,14,14,14,HATCH,unknown,BIG
2266,153,2,HM,host,YAZ,MS,16,14,16,HATCH,unknown,BIG
2267,154,2,HM,host,YAZ,MS,14,14,14,HATCH,unknown,BIG
2268,155,2,HM,host,YAZ,MS,15,15,15,HATCH,unknown,BIG
2269,156,2,HM,host,YAZ,MS,26,15,26,HATCH,unknown,BIG
2270,157,2,HM,host,YAZ,MS,18,16,18,HATCH,unknown,BIG
2271,158,2,HM,host,YAZ,MS,20,17,20,HATCH,unknown,BIG
2272,159,2,HM,host,YAZ,MS,21,17,21,HATCH,unknown,BIG
2273,160,2,HM,host,YAZ,MS,17,17,17,HATCH,unknown,SMALL
2274,161,2,HM,host,YAZ,MS,20,18,20,HATCH,unknown,BIG
2275,162,2,HM,host,YAZ,MS,22,19,22,HATCH,unknown,BIG
2276,163,2,HM,host,YAZ,MS,26,25,26,HATCH,unknown,BIG
15,164,1,MI,host,NOX,MS,9,2,13,HATCH,unknown,BIG
243,164,1,MI,parasite,NOX,MS,4,0,13,HATCH,unknown,BIG
16,165,1,MI,host,NOX,MS,15,2,17,HATCH,unknown,BIG
244,165,1,MI,parasite,NOX,MS,2,2,17,HATCH,unknown,BIG
17,166,1,MI,host,NOX,MS,5,1,9,HATCH,unknown,SMALL
245,166,1,MI,parasite,NOX,MS,4,3,9,HATCH,unknown,SMALL
18,167,1,MI,host,NOX,MS,19,7,21,HATCH,unknown,BIG
246,167,1,MI,parasite,NOX,MS,2,0,21,HATCH,unknown,BIG
19,168,1,MI,host,NOX,MS,15,6,16,HATCH,unknown,BIG
247,168,1,MI,parasite,NOX,MS,1,1,16,HATCH,unknown,BIG
1984,169,2,MI,host,NOX,MS,7,6,8,HATCH,unknown,SMALL
2074,169,2,MI,parasite,NOX,MS,1,1,8,HATCH,unknown,SMALL
1985,170,2,MI,host,NOX,MS,6,6,7,HATCH,unknown,SMALL
2075,170,2,MI,parasite,NOX,MS,1,1,7,HATCH,unknown,SMALL
20,171,1,MI,host,NOX,MS,10,8,11,HATCH,unknown,BIG
248,171,1,MI,parasite,NOX,MS,1,0,11,HATCH,unknown,BIG
21,172,1,MI,host,NOX,MS,9,8,15,HATCH,unknown,BIG
249,172,1,MI,parasite,NOX,MS,6,0,15,HATCH,unknown,BIG
22,173,1,MI,host,NOX,MS,15,6,17,HATCH,unknown,BIG
250,173,1,MI,parasite,NOX,MS,2,2,17,HATCH,unknown,BIG
23,174,1,MI,host,NOX,MS,11,6,13,HATCH,unknown,BIG
251,174,1,MI,parasite,NOX,MS,2,2,13,HATCH,unknown,BIG
24,175,1,MI,host,NOX,MS,11,8,12,HATCH,unknown,SMALL
252,175,1,MI,parasite,NOX,MS,1,0,12,HATCH,unknown,SMALL
25,176,1,MI,host,NOX,MS,11,7,12,HATCH,unknown,SMALL
253,176,1,MI,parasite,NOX,MS,1,1,12,HATCH,unknown,SMALL
26,177,1,MI,host,NOX,MS,11,7,14,HATCH,unknown,BIG
254,177,1,MI,parasite,NOX,MS,3,2,14,HATCH,unknown,BIG
27,178,1,MI,host,NOX,MS,8,6,12,HATCH,unknown,BIG
255,178,1,MI,parasite,NOX,MS,4,3,12,HATCH,unknown,BIG
28,179,1,MI,host,NOX,MS,19,9,20,HATCH,unknown,BIG
256,179,1,MI,parasite,NOX,MS,1,0,20,HATCH,unknown,BIG
1986,180,2,MI,host,NOX,MS,8,6,11,HATCH,unknown,BIG
2076,180,2,MI,parasite,NOX,MS,3,3,11,HATCH,unknown,BIG
1987,181,2,MI,host,NOX,MS,10,6,14,HATCH,unknown,BIG
2077,181,2,MI,parasite,NOX,MS,4,3,14,HATCH,unknown,BIG
29,182,1,MI,host,NOX,MS,10,6,14,HATCH,unknown,SMALL
257,182,1,MI,parasite,NOX,MS,4,3,14,HATCH,unknown,SMALL
30,183,1,MI,host,NOX,MS,9,8,10,HATCH,unknown,SMALL
258,183,1,MI,parasite,NOX,MS,1,1,10,HATCH,unknown,SMALL
31,184,1,MI,host,NOX,MS,11,8,12,HATCH,unknown,SMALL
259,184,1,MI,parasite,NOX,MS,1,1,12,HATCH,unknown,SMALL
32,185,1,MI,host,NOX,MS,19,10,23,HATCH,unknown,BIG
260,185,1,MI,parasite,NOX,MS,4,0,23,HATCH,unknown,BIG
33,186,1,MI,host,NOX,MS,9,8,14,HATCH,unknown,SMALL
261,186,1,MI,parasite,NOX,MS,5,2,14,HATCH,unknown,SMALL
34,187,1,MI,host,NOX,MS,11,8,13,HATCH,unknown,SMALL
262,187,1,MI,parasite,NOX,MS,2,2,13,HATCH,unknown,SMALL
35,188,1,MI,host,NOX,MS,13,9,15,HATCH,unknown,BIG
263,188,1,MI,parasite,NOX,MS,2,2,15,HATCH,unknown,BIG
36,189,1,MI,host,NOX,MS,15,11,16,HATCH,unknown,BIG
264,189,1,MI,parasite,NOX,MS,1,0,16,HATCH,unknown,BIG
37,190,1,MI,host,NOX,MS,20,10,22,HATCH,unknown,BIG
265,190,1,MI,parasite,NOX,MS,2,1,22,HATCH,unknown,BIG
38,191,1,MI,host,NOX,MS,9,8,12,HATCH,unknown,BIG
266,191,1,MI,parasite,NOX,MS,3,3,12,HATCH,unknown,BIG
39,192,1,MI,host,NOX,MS,14,7,20,HATCH,unknown,BIG
267,192,1,MI,parasite,NOX,MS,6,4,20,HATCH,unknown,BIG
40,193,1,MI,host,NOX,MS,17,10,21,HATCH,unknown,BIG
268,193,1,MI,parasite,NOX,MS,4,1,21,HATCH,unknown,BIG
41,194,1,MI,host,NOX,MS,18,8,23,HATCH,unknown,BIG
269,194,1,MI,parasite,NOX,MS,5,3,23,HATCH,unknown,BIG
1988,195,2,MI,host,NOX,MS,9,9,11,HATCH,unknown,BIG
2078,195,2,MI,parasite,NOX,MS,2,2,11,HATCH,unknown,BIG
42,196,1,MI,host,NOX,MS,16,10,17,HATCH,unknown,SMALL
270,196,1,MI,parasite,NOX,MS,1,1,17,HATCH,unknown,SMALL
43,197,1,MI,host,NOX,MS,10,9,12,HATCH,unknown,SMALL
271,197,1,MI,parasite,NOX,MS,2,2,12,HATCH,unknown,SMALL
44,198,1,MI,host,NOX,MS,17,9,19,HATCH,unknown,SMALL
272,198,1,MI,parasite,NOX,MS,2,2,19,HATCH,unknown,SMALL
45,199,1,MI,host,NOX,MS,17,10,19,HATCH,unknown,BIG
273,199,1,MI,parasite,NOX,MS,2,2,19,HATCH,unknown,BIG
46,200,1,MI,host,NOX,MS,7,5,14,HATCH,unknown,BIG
274,200,1,MI,parasite,NOX,MS,7,7,14,HATCH,unknown,BIG
47,201,1,MI,host,NOX,MS,23,10,25,HATCH,unknown,BIG
275,201,1,MI,parasite,NOX,MS,2,2,25,HATCH,unknown,BIG
48,202,1,MI,host,NOX,MS,13,11,14,HATCH,unknown,SMALL
276,202,1,MI,parasite,NOX,MS,1,1,14,HATCH,unknown,SMALL
49,203,1,MI,host,NOX,MS,14,10,18,HATCH,unknown,BIG
277,203,1,MI,parasite,NOX,MS,4,3,18,HATCH,unknown,BIG
50,204,1,MI,host,NOX,MS,15,9,21,HATCH,unknown,BIG
278,204,1,MI,parasite,NOX,MS,6,4,21,HATCH,unknown,BIG
51,205,1,MI,host,NOX,MS,11,7,17,HATCH,unknown,BIG
279,205,1,MI,parasite,NOX,MS,6,6,17,HATCH,unknown,BIG
52,206,1,MI,host,NOX,MS,17,11,20,HATCH,unknown,BIG
280,206,1,MI,parasite,NOX,MS,3,2,20,HATCH,unknown,BIG
1989,207,2,MI,host,NOX,MS,17,11,19,HATCH,unknown,BIG
2079,207,2,MI,parasite,NOX,MS,2,2,19,HATCH,unknown,BIG
53,208,1,MI,host,NOX,MS,14,12,15,HATCH,unknown,SMALL
281,208,1,MI,parasite,NOX,MS,1,1,15,HATCH,unknown,SMALL
54,209,1,MI,host,NOX,MS,10,9,14,HATCH,unknown,SMALL
282,209,1,MI,parasite,NOX,MS,4,4,14,HATCH,unknown,SMALL
55,210,1,MI,host,NOX,MS,10,8,16,HATCH,unknown,SMALL
283,210,1,MI,parasite,NOX,MS,6,5,16,HATCH,unknown,SMALL
56,211,1,MI,host,NOX,MS,16,12,21,HATCH,unknown,BIG
284,211,1,MI,parasite,NOX,MS,5,2,21,HATCH,unknown,BIG
57,212,1,MI,host,NOX,MS,10,9,15,HATCH,unknown,BIG
285,212,1,MI,parasite,NOX,MS,5,5,15,HATCH,unknown,BIG
58,213,1,MI,host,NOX,MS,22,13,23,HATCH,unknown,BIG
286,213,1,MI,parasite,NOX,MS,1,1,23,HATCH,unknown,BIG
59,214,1,MI,host,NOX,MS,20,12,25,HATCH,unknown,BIG
287,214,1,MI,parasite,NOX,MS,5,2,25,HATCH,unknown,BIG
60,215,1,MI,host,NOX,MS,14,13,16,HATCH,unknown,SMALL
288,215,1,MI,parasite,NOX,MS,2,1,16,HATCH,unknown,SMALL
61,216,1,MI,host,NOX,MS,13,11,16,HATCH,unknown,SMALL
289,216,1,MI,parasite,NOX,MS,3,3,16,HATCH,unknown,SMALL
62,217,1,MI,host,NOX,MS,17,10,21,HATCH,unknown,SMALL
290,217,1,MI,parasite,NOX,MS,4,4,21,HATCH,unknown,SMALL
63,218,1,MI,host,NOX,MS,15,14,17,HATCH,unknown,BIG
291,218,1,MI,parasite,NOX,MS,2,1,17,HATCH,unknown,BIG
64,219,1,MI,host,NOX,MS,21,13,25,HATCH,unknown,BIG
292,219,1,MI,parasite,NOX,MS,4,2,25,HATCH,unknown,BIG
65,220,1,MI,host,NOX,MS,15,14,17,HATCH,unknown,BIG
293,220,1,MI,parasite,NOX,MS,2,1,17,HATCH,unknown,BIG
66,221,1,MI,host,NOX,MS,15,15,17,HATCH,unknown,BIG
294,221,1,MI,parasite,NOX,MS,2,0,17,HATCH,unknown,BIG
67,222,1,MI,host,NOX,MS,19,14,20,HATCH,unknown,BIG
295,222,1,MI,parasite,NOX,MS,1,1,20,HATCH,unknown,BIG
68,223,1,MI,host,NOX,MS,14,13,16,HATCH,unknown,SMALL
296,223,1,MI,parasite,NOX,MS,2,2,16,HATCH,unknown,SMALL
69,224,1,MI,host,NOX,MS,13,12,17,HATCH,unknown,BIG
297,224,1,MI,parasite,NOX,MS,4,4,17,HATCH,unknown,BIG
70,225,1,MI,host,NOX,MS,16,14,18,HATCH,unknown,BIG
298,225,1,MI,parasite,NOX,MS,2,2,18,HATCH,unknown,BIG
71,226,1,MI,host,NOX,MS,17,16,18,HATCH,unknown,BIG
299,226,1,MI,parasite,NOX,MS,1,0,18,HATCH,unknown,BIG
72,227,1,MI,host,NOX,MS,15,14,18,HATCH,unknown,BIG
300,227,1,MI,parasite,NOX,MS,3,2,18,HATCH,unknown,BIG
73,228,1,MI,host,NOX,MS,15,14,17,HATCH,unknown,BIG
301,228,1,MI,parasite,NOX,MS,2,2,17,HATCH,unknown,BIG
74,229,1,MI,host,NOX,MS,11,11,16,HATCH,unknown,BIG
302,229,1,MI,parasite,NOX,MS,5,5,16,HATCH,unknown,BIG
1990,230,2,MI,host,NOX,MS,19,15,20,HATCH,unknown,BIG
2080,230,2,MI,parasite,NOX,MS,1,1,20,HATCH,unknown,BIG
75,231,1,MI,host,NOX,MS,19,15,21,HATCH,unknown,BIG
303,231,1,MI,parasite,NOX,MS,2,2,21,HATCH,unknown,BIG
76,232,1,MI,host,NOX,MS,14,12,21,HATCH,unknown,BIG
304,232,1,MI,parasite,NOX,MS,7,5,21,HATCH,unknown,BIG
77,233,1,MI,host,NOX,MS,14,12,24,HATCH,unknown,BIG
305,233,1,MI,parasite,NOX,MS,10,5,24,HATCH,unknown,BIG
78,234,1,MI,host,NOX,MS,16,16,17,HATCH,unknown,SMALL
306,234,1,MI,parasite,NOX,MS,1,1,17,HATCH,unknown,SMALL
79,235,1,MI,host,NOX,MS,13,9,23,HATCH,unknown,BIG
307,235,1,MI,parasite,NOX,MS,10,9,23,HATCH,unknown,BIG
80,236,1,MI,host,NOX,MS,17,17,18,HATCH,unknown,SMALL
308,236,1,MI,parasite,NOX,MS,1,1,18,HATCH,unknown,SMALL
81,237,1,MI,host,NOX,MS,25,15,29,HATCH,unknown,BIG
309,237,1,MI,parasite,NOX,MS,4,4,29,HATCH,unknown,BIG
82,238,1,MI,host,NOX,MS,16,15,20,HATCH,unknown,BIG
310,238,1,MI,parasite,NOX,MS,4,4,20,HATCH,unknown,BIG
83,239,1,MI,host,NOX,MS,14,10,24,HATCH,unknown,BIG
311,239,1,MI,parasite,NOX,MS,10,9,24,HATCH,unknown,BIG
84,240,1,MI,host,NOX,MS,18,16,21,HATCH,unknown,BIG
312,240,1,MI,parasite,NOX,MS,3,3,21,HATCH,unknown,BIG
85,241,1,MI,host,NOX,MS,17,12,25,HATCH,unknown,BIG
313,241,1,MI,parasite,NOX,MS,8,8,25,HATCH,unknown,BIG
86,242,1,MI,host,NOX,MS,30,20,31,HATCH,unknown,BIG
314,242,1,MI,parasite,NOX,MS,1,0,31,HATCH,unknown,BIG
87,243,1,MI,host,NOX,MS,22,19,24,HATCH,unknown,BIG
315,243,1,MI,parasite,NOX,MS,2,1,24,HATCH,unknown,BIG
88,244,1,MI,host,NOX,MS,24,17,29,HATCH,unknown,BIG
316,244,1,MI,parasite,NOX,MS,5,4,29,HATCH,unknown,BIG
89,245,1,MI,host,NOX,MS,26,20,27,HATCH,unknown,BIG
317,245,1,MI,parasite,NOX,MS,1,1,27,HATCH,unknown,BIG
90,246,1,MI,host,NOX,MS,12,12,23,HATCH,unknown,BIG
318,246,1,MI,parasite,NOX,MS,11,10,23,HATCH,unknown,BIG
91,247,1,MI,host,NOX,MS,26,19,31,HATCH,unknown,BIG
319,247,1,MI,parasite,NOX,MS,5,5,31,HATCH,unknown,BIG
92,248,1,MI,host,NOX,MS,27,22,30,HATCH,unknown,BIG
320,248,1,MI,parasite,NOX,MS,3,3,30,HATCH,unknown,BIG
93,249,1,MI,host,NOX,MS,23,22,26,HATCH,unknown,SMALL
321,249,1,MI,parasite,NOX,MS,3,3,26,HATCH,unknown,SMALL
94,250,1,MI,host,NOX,MS,27,27,28,HATCH,unknown,BIG
322,250,1,MI,parasite,NOX,MS,1,1,28,HATCH,unknown,BIG
95,251,1,MI,host,YAZ,MS,37,1,39,HATCH,unknown,BIG
323,251,1,MI,parasite,YAZ,MS,2,2,39,HATCH,unknown,BIG
1991,252,2,MI,host,YAZ,MS,8,6,9,HATCH,unknown,SMALL
2081,252,2,MI,parasite,YAZ,MS,1,1,9,HATCH,unknown,SMALL
96,253,1,MI,host,YAZ,MS,8,6,9,HATCH,unknown,SMALL
